"E/V","I/uA"
-4.9300000E-01,1.2911800E+01
-4.9250000E-01,1.2847800E+01
-4.9200000E-01,1.2880500E+01
-4.9150000E-01,1.3054800E+01
-4.9100000E-01,1.3024600E+01
-4.9050000E-01,1.3206300E+01
-4.9000000E-01,1.2971600E+01
-4.8950000E-01,1.3208300E+01
-4.8900000E-01,1.3009600E+01
-4.8850000E-01,1.3204300E+01
-4.8800000E-01,1.3072600E+01
-4.8750000E-01,1.3191700E+01
-4.8700000E-01,1.3219000E+01
-4.8650000E-01,1.3128000E+01
-4.8600000E-01,1.3210900E+01
-4.8550000E-01,1.3126600E+01
-4.8500000E-01,1.3246100E+01
-4.8450000E-01,1.3184200E+01
-4.8400000E-01,1.3314300E+01
-4.8350000E-01,1.3208100E+01
-4.8300000E-01,1.3053400E+01
-4.8250000E-01,1.3118100E+01
-4.8200000E-01,1.3152600E+01
-4.8150000E-01,1.3108600E+01
-4.8100000E-01,1.3307500E+01
-4.8050000E-01,1.3217900E+01
-4.8000000E-01,1.3177300E+01
-4.7950000E-01,1.3250400E+01
-4.7900000E-01,1.3236200E+01
-4.7850000E-01,1.2995700E+01
-4.7800000E-01,1.3320900E+01
-4.7750000E-01,1.3248000E+01
-4.7700000E-01,1.3147200E+01
-4.7650000E-01,1.3280200E+01
-4.7600000E-01,1.3063900E+01
-4.7550000E-01,1.3164200E+01
-4.7500000E-01,1.3130500E+01
-4.7450000E-01,1.3175200E+01
-4.7400000E-01,1.3104000E+01
-4.7350000E-01,1.3257700E+01
-4.7300000E-01,1.3250900E+01
-4.7250000E-01,1.3219000E+01
-4.7200000E-01,1.3381900E+01
-4.7150000E-01,1.3452800E+01
-4.7100000E-01,1.3645600E+01
-4.7050000E-01,1.3593500E+01
-4.7000000E-01,1.3706100E+01
-4.6950000E-01,1.3647000E+01
-4.6900000E-01,1.3553500E+01
-4.6850000E-01,1.3723100E+01
-4.6800000E-01,1.3582600E+01
-4.6750000E-01,1.3686000E+01
-4.6700000E-01,1.3944700E+01
-4.6650000E-01,1.3558700E+01
-4.6600000E-01,1.3635400E+01
-4.6550000E-01,1.3778000E+01
-4.6500000E-01,1.3638500E+01
-4.6450000E-01,1.3641800E+01
-4.6400000E-01,1.3619100E+01
-4.6350000E-01,1.3670400E+01
-4.6300000E-01,1.3638600E+01
-4.6250000E-01,1.3635200E+01
-4.6200000E-01,1.3686500E+01
-4.6150000E-01,1.3691600E+01
-4.6100000E-01,1.3572900E+01
-4.6050000E-01,1.3727700E+01
-4.6000000E-01,1.3689700E+01
-4.5950000E-01,1.3718000E+01
-4.5900000E-01,1.3700900E+01
-4.5850000E-01,1.3650200E+01
-4.5800000E-01,1.3825100E+01
-4.5750000E-01,1.3523300E+01
-4.5700000E-01,1.3746600E+01
-4.5650000E-01,1.3886200E+01
-4.5600000E-01,1.3668100E+01
-4.5550000E-01,1.3733400E+01
-4.5500000E-01,1.3618600E+01
-4.5450000E-01,1.3770700E+01
-4.5400000E-01,1.3802000E+01
-4.5350000E-01,1.3695400E+01
-4.5300000E-01,1.3859200E+01
-4.5250000E-01,1.3771000E+01
-4.5200000E-01,1.3817800E+01
-4.5150000E-01,1.3894800E+01
-4.5100000E-01,1.3753600E+01
-4.5050000E-01,1.4064700E+01
-4.5000000E-01,1.4144200E+01
-4.4950000E-01,1.4044100E+01
-4.4900000E-01,1.4101500E+01
-4.4850000E-01,1.4142100E+01
-4.4800000E-01,1.4089800E+01
-4.4750000E-01,1.4274200E+01
-4.4700000E-01,1.4272600E+01
-4.4650000E-01,1.4223800E+01
-4.4600000E-01,1.4457100E+01
-4.4550000E-01,1.4630000E+01
-4.4500000E-01,1.4518800E+01
-4.4450000E-01,1.4316700E+01
-4.4400000E-01,1.4227900E+01
-4.4350000E-01,1.4215000E+01
-4.4300000E-01,1.4369600E+01
-4.4250000E-01,1.4381200E+01
-4.4200000E-01,1.4391500E+01
-4.4150000E-01,1.4404300E+01
-4.4100000E-01,1.4446800E+01
-4.4050000E-01,1.4324300E+01
-4.4000000E-01,1.4418300E+01
-4.3950000E-01,1.4487400E+01
-4.3900000E-01,1.4196800E+01
-4.3850000E-01,1.4146300E+01
-4.3800000E-01,1.4509600E+01
-4.3750000E-01,1.4502100E+01
-4.3700000E-01,1.4690000E+01
-4.3650000E-01,1.4299200E+01
-4.3600000E-01,1.4375700E+01
-4.3550000E-01,1.4413700E+01
-4.3500000E-01,1.4387400E+01
-4.3450000E-01,1.4365200E+01
-4.3400000E-01,1.4485100E+01
-4.3350000E-01,1.4314500E+01
-4.3300000E-01,1.4209200E+01
-4.3250000E-01,1.4406200E+01
-4.3200000E-01,1.4428800E+01
-4.3150000E-01,1.4466300E+01
-4.3100000E-01,1.4312100E+01
-4.3050000E-01,1.4457100E+01
-4.3000000E-01,1.4434800E+01
-4.2950000E-01,1.4619700E+01
-4.2900000E-01,1.4591400E+01
-4.2850000E-01,1.4606200E+01
-4.2800000E-01,1.4831300E+01
-4.2750000E-01,1.4800100E+01
-4.2700000E-01,1.4751100E+01
-4.2650000E-01,1.4738700E+01
-4.2600000E-01,1.4932900E+01
-4.2550000E-01,1.4950800E+01
-4.2500000E-01,1.4774700E+01
-4.2450000E-01,1.4966400E+01
-4.2400000E-01,1.4861400E+01
-4.2350000E-01,1.4925900E+01
-4.2300000E-01,1.4910100E+01
-4.2250000E-01,1.4932200E+01
-4.2200000E-01,1.4860100E+01
-4.2150000E-01,1.4838900E+01
-4.2100000E-01,1.4857400E+01
-4.2050000E-01,1.4780500E+01
-4.2000000E-01,1.4783800E+01
-4.1950000E-01,1.4918500E+01
-4.1900000E-01,1.4848600E+01
-4.1850000E-01,1.4813900E+01
-4.1800000E-01,1.4804800E+01
-4.1750000E-01,1.4862400E+01
-4.1700000E-01,1.4842900E+01
-4.1650000E-01,1.4957200E+01
-4.1600000E-01,1.4814900E+01
-4.1550000E-01,1.5007000E+01
-4.1500000E-01,1.4751700E+01
-4.1450000E-01,1.4978100E+01
-4.1400000E-01,1.4961500E+01
-4.1350000E-01,1.4917500E+01
-4.1300000E-01,1.4825800E+01
-4.1250000E-01,1.5014800E+01
-4.1200000E-01,1.4760000E+01
-4.1150000E-01,1.4845600E+01
-4.1100000E-01,1.4906200E+01
-4.1050000E-01,1.4983400E+01
-4.1000000E-01,1.4937700E+01
-4.0950000E-01,1.5029300E+01
-4.0900000E-01,1.4917300E+01
-4.0850000E-01,1.5067800E+01
-4.0800000E-01,1.5179000E+01
-4.0750000E-01,1.5173200E+01
-4.0700000E-01,1.5223700E+01
-4.0650000E-01,1.5371500E+01
-4.0600000E-01,1.5302900E+01
-4.0550000E-01,1.5422100E+01
-4.0500000E-01,1.5513200E+01
-4.0450000E-01,1.5511800E+01
-4.0400000E-01,1.5361100E+01
-4.0350000E-01,1.5542000E+01
-4.0300000E-01,1.5386300E+01
-4.0250000E-01,1.5425700E+01
-4.0200000E-01,1.5473100E+01
-4.0150000E-01,1.5515200E+01
-4.0100000E-01,1.5337300E+01
-4.0050000E-01,1.5431700E+01
-4.0000000E-01,1.5291300E+01
-3.9950000E-01,1.5435200E+01
-3.9900000E-01,1.5303600E+01
-3.9850000E-01,1.5620900E+01
-3.9800000E-01,1.5393100E+01
-3.9750000E-01,1.5419100E+01
-3.9700000E-01,1.5447600E+01
-3.9650000E-01,1.5330600E+01
-3.9600000E-01,1.5340200E+01
-3.9550000E-01,1.5432100E+01
-3.9500000E-01,1.5378700E+01
-3.9450000E-01,1.5515900E+01
-3.9400000E-01,1.5393000E+01
-3.9350000E-01,1.5483100E+01
-3.9300000E-01,1.5419700E+01
-3.9250000E-01,1.5229000E+01
-3.9200000E-01,1.5159500E+01
-3.9150000E-01,1.5571700E+01
-3.9100000E-01,1.5283200E+01
-3.9050000E-01,1.5501900E+01
-3.9000000E-01,1.5416700E+01
-3.8950000E-01,1.5321900E+01
-3.8900000E-01,1.5347800E+01
-3.8850000E-01,1.5401400E+01
-3.8800000E-01,1.5381100E+01
-3.8750000E-01,1.5564400E+01
-3.8700000E-01,1.5694300E+01
-3.8650000E-01,1.5674000E+01
-3.8600000E-01,1.5799100E+01
-3.8550000E-01,1.5922300E+01
-3.8500000E-01,1.5731700E+01
-3.8450000E-01,1.6041700E+01
-3.8400000E-01,1.5923100E+01
-3.8350000E-01,1.5997400E+01
-3.8300000E-01,1.5858400E+01
-3.8250000E-01,1.5810600E+01
-3.8200000E-01,1.5914900E+01
-3.8150000E-01,1.5914700E+01
-3.8100000E-01,1.5880000E+01
-3.8050000E-01,1.5984800E+01
-3.8000000E-01,1.5905800E+01
-3.7950000E-01,1.5848600E+01
-3.7900000E-01,1.5821100E+01
-3.7850000E-01,1.5862700E+01
-3.7800000E-01,1.5979700E+01
-3.7750000E-01,1.5916800E+01
-3.7700000E-01,1.5707300E+01
-3.7650000E-01,1.5909600E+01
-3.7600000E-01,1.5890900E+01
-3.7550000E-01,1.5983800E+01
-3.7500000E-01,1.5833900E+01
-3.7450000E-01,1.5981000E+01
-3.7400000E-01,1.5989000E+01
-3.7350000E-01,1.5851000E+01
-3.7300000E-01,1.5836400E+01
-3.7250000E-01,1.5938800E+01
-3.7200000E-01,1.5877900E+01
-3.7150000E-01,1.5852300E+01
-3.7100000E-01,1.5962200E+01
-3.7050000E-01,1.5998700E+01
-3.7000000E-01,1.5807200E+01
-3.6950000E-01,1.5998900E+01
-3.6900000E-01,1.5882700E+01
-3.6850000E-01,1.5970900E+01
-3.6800000E-01,1.5865800E+01
-3.6750000E-01,1.5964300E+01
-3.6700000E-01,1.5997600E+01
-3.6650000E-01,1.6201800E+01
-3.6600000E-01,1.5972100E+01
-3.6550000E-01,1.6102800E+01
-3.6500000E-01,1.6066100E+01
-3.6450000E-01,1.6345300E+01
-3.6400000E-01,1.6417400E+01
-3.6350000E-01,1.6490400E+01
-3.6300000E-01,1.6418000E+01
-3.6250000E-01,1.6341000E+01
-3.6200000E-01,1.6391200E+01
-3.6150000E-01,1.6204100E+01
-3.6100000E-01,1.6444500E+01
-3.6050000E-01,1.6411100E+01
-3.6000000E-01,1.6164700E+01
-3.5950000E-01,1.6338900E+01
-3.5900000E-01,1.6115300E+01
-3.5850000E-01,1.6282800E+01
-3.5800000E-01,1.6090900E+01
-3.5750000E-01,1.6342200E+01
-3.5700000E-01,1.6258400E+01
-3.5650000E-01,1.6313900E+01
-3.5600000E-01,1.6238700E+01
-3.5550000E-01,1.6090200E+01
-3.5500000E-01,1.6214100E+01
-3.5450000E-01,1.6161600E+01
-3.5400000E-01,1.6340100E+01
-3.5350000E-01,1.6247400E+01
-3.5300000E-01,1.6244100E+01
-3.5250000E-01,1.6269600E+01
-3.5200000E-01,1.6086500E+01
-3.5150000E-01,1.6390000E+01
-3.5100000E-01,1.6061400E+01
-3.5050000E-01,1.6110000E+01
-3.5000000E-01,1.6296300E+01
-3.4950000E-01,1.6238100E+01
-3.4900000E-01,1.6182100E+01
-3.4850000E-01,1.6251500E+01
-3.4800000E-01,1.6217500E+01
-3.4750000E-01,1.6302500E+01
-3.4700000E-01,1.6114100E+01
-3.4650000E-01,1.6350700E+01
-3.4600000E-01,1.6278300E+01
-3.4550000E-01,1.6540100E+01
-3.4500000E-01,1.6510600E+01
-3.4450000E-01,1.6512300E+01
-3.4400000E-01,1.6547500E+01
-3.4350000E-01,1.6756700E+01
-3.4300000E-01,1.6738800E+01
-3.4250000E-01,1.6654600E+01
-3.4200000E-01,1.6784200E+01
-3.4150000E-01,1.6791400E+01
-3.4100000E-01,1.6715100E+01
-3.4050000E-01,1.6727500E+01
-3.4000000E-01,1.6649900E+01
-3.3950000E-01,1.6663300E+01
-3.3900000E-01,1.6599500E+01
-3.3850000E-01,1.6680700E+01
-3.3800000E-01,1.6647600E+01
-3.3750000E-01,1.6577600E+01
-3.3700000E-01,1.6585200E+01
-3.3650000E-01,1.6651000E+01
-3.3600000E-01,1.6687700E+01
-3.3550000E-01,1.6723500E+01
-3.3500000E-01,1.6800600E+01
-3.3450000E-01,1.6696700E+01
-3.3400000E-01,1.6696600E+01
-3.3350000E-01,1.6719800E+01
-3.3300000E-01,1.6709600E+01
-3.3250000E-01,1.6766200E+01
-3.3200000E-01,1.6503100E+01
-3.3150000E-01,1.6715800E+01
-3.3100000E-01,1.6371600E+01
-3.3050000E-01,1.6691600E+01
-3.3000000E-01,1.6735400E+01
-3.2950000E-01,1.6522600E+01
-3.2900000E-01,1.6541400E+01
-3.2850000E-01,1.6577500E+01
-3.2800000E-01,1.6602400E+01
-3.2750000E-01,1.6601900E+01
-3.2700000E-01,1.6656900E+01
-3.2650000E-01,1.6535900E+01
-3.2600000E-01,1.6638600E+01
-3.2550000E-01,1.6634900E+01
-3.2500000E-01,1.6678300E+01
-3.2450000E-01,1.6735700E+01
-3.2400000E-01,1.6732700E+01
-3.2350000E-01,1.6919500E+01
-3.2300000E-01,1.6753400E+01
-3.2250000E-01,1.7062700E+01
-3.2200000E-01,1.7067200E+01
-3.2150000E-01,1.6882200E+01
-3.2100000E-01,1.7026800E+01
-3.2050000E-01,1.7043300E+01
-3.2000000E-01,1.6775100E+01
-3.1950000E-01,1.7054500E+01
-3.1900000E-01,1.7022400E+01
-3.1850000E-01,1.7161800E+01
-3.1800000E-01,1.7113800E+01
-3.1750000E-01,1.7141100E+01
-3.1700000E-01,1.7195300E+01
-3.1650000E-01,1.6908200E+01
-3.1600000E-01,1.7110600E+01
-3.1550000E-01,1.7130000E+01
-3.1500000E-01,1.7059800E+01
-3.1450000E-01,1.6972100E+01
-3.1400000E-01,1.6943700E+01
-3.1350000E-01,1.6979600E+01
-3.1300000E-01,1.7012200E+01
-3.1250000E-01,1.7144400E+01
-3.1200000E-01,1.7007600E+01
-3.1150000E-01,1.6918700E+01
-3.1100000E-01,1.6897600E+01
-3.1050000E-01,1.6992000E+01
-3.1000000E-01,1.6889000E+01
-3.0950000E-01,1.7011000E+01
-3.0900000E-01,1.7122600E+01
-3.0850000E-01,1.6886300E+01
-3.0800000E-01,1.6960800E+01
-3.0750000E-01,1.6961500E+01
-3.0700000E-01,1.6991900E+01
-3.0650000E-01,1.7185000E+01
-3.0600000E-01,1.7129600E+01
-3.0550000E-01,1.7002800E+01
-3.0500000E-01,1.7015500E+01
-3.0450000E-01,1.7137500E+01
-3.0400000E-01,1.6997200E+01
-3.0350000E-01,1.7089200E+01
-3.0300000E-01,1.7249300E+01
-3.0250000E-01,1.7157800E+01
-3.0200000E-01,1.7360600E+01
-3.0150000E-01,1.7463400E+01
-3.0100000E-01,1.7390600E+01
-3.0050000E-01,1.7461300E+01
-3.0000000E-01,1.7215300E+01
-2.9950000E-01,1.7388400E+01
-2.9900000E-01,1.7377300E+01
-2.9850000E-01,1.7338100E+01
-2.9800000E-01,1.7354900E+01
-2.9750000E-01,1.7392000E+01
-2.9700000E-01,1.7449700E+01
-2.9650000E-01,1.7468200E+01
-2.9600000E-01,1.7447000E+01
-2.9550000E-01,1.7318600E+01
-2.9500000E-01,1.7337100E+01
-2.9450000E-01,1.7294600E+01
-2.9400000E-01,1.7323900E+01
-2.9350000E-01,1.7401200E+01
-2.9300000E-01,1.7326300E+01
-2.9250000E-01,1.7141200E+01
-2.9200000E-01,1.7378500E+01
-2.9150000E-01,1.7329700E+01
-2.9100000E-01,1.7416600E+01
-2.9050000E-01,1.7301000E+01
-2.9000000E-01,1.7309000E+01
-2.8950000E-01,1.7318400E+01
-2.8900000E-01,1.7398900E+01
-2.8850000E-01,1.7368400E+01
-2.8800000E-01,1.7332100E+01
-2.8750000E-01,1.7170600E+01
-2.8700000E-01,1.7245600E+01
-2.8650000E-01,1.7218700E+01
-2.8600000E-01,1.7283900E+01
-2.8550000E-01,1.7060900E+01
-2.8500000E-01,1.7354300E+01
-2.8450000E-01,1.7364700E+01
-2.8400000E-01,1.7181900E+01
-2.8350000E-01,1.7265200E+01
-2.8300000E-01,1.7351400E+01
-2.8250000E-01,1.7266700E+01
-2.8200000E-01,1.7490600E+01
-2.8150000E-01,1.7538500E+01
-2.8100000E-01,1.7501200E+01
-2.8050000E-01,1.7619900E+01
-2.8000000E-01,1.7560700E+01
-2.7950000E-01,1.7595000E+01
-2.7900000E-01,1.7465600E+01
-2.7850000E-01,1.7773400E+01
-2.7800000E-01,1.7827100E+01
-2.7750000E-01,1.7506900E+01
-2.7700000E-01,1.7747900E+01
-2.7650000E-01,1.7678400E+01
-2.7600000E-01,1.7718100E+01
-2.7550000E-01,1.7690600E+01
-2.7500000E-01,1.7676200E+01
-2.7450000E-01,1.7611500E+01
-2.7400000E-01,1.7727400E+01
-2.7350000E-01,1.7693700E+01
-2.7300000E-01,1.7703800E+01
-2.7250000E-01,1.7627500E+01
-2.7200000E-01,1.7717500E+01
-2.7150000E-01,1.7711400E+01
-2.7100000E-01,1.7836600E+01
-2.7050000E-01,1.7710800E+01
-2.7000000E-01,1.7719300E+01
-2.6950000E-01,1.7606300E+01
-2.6900000E-01,1.7743200E+01
-2.6850000E-01,1.7775200E+01
-2.6800000E-01,1.7793900E+01
-2.6750000E-01,1.7730500E+01
-2.6700000E-01,1.7756100E+01
-2.6650000E-01,1.7684300E+01
-2.6600000E-01,1.7756100E+01
-2.6550000E-01,1.7663700E+01
-2.6500000E-01,1.7718200E+01
-2.6450000E-01,1.7770900E+01
-2.6400000E-01,1.7696900E+01
-2.6350000E-01,1.7649300E+01
-2.6300000E-01,1.7654800E+01
-2.6250000E-01,1.7675900E+01
-2.6200000E-01,1.7724300E+01
-2.6150000E-01,1.7766200E+01
-2.6100000E-01,1.7871000E+01
-2.6050000E-01,1.7867800E+01
-2.6000000E-01,1.7914300E+01
-2.5950000E-01,1.8051300E+01
-2.5900000E-01,1.8136600E+01
-2.5850000E-01,1.8143500E+01
-2.5800000E-01,1.8276100E+01
-2.5750000E-01,1.8165500E+01
-2.5700000E-01,1.8272300E+01
-2.5650000E-01,1.8090000E+01
-2.5600000E-01,1.8042100E+01
-2.5550000E-01,1.8177600E+01
-2.5500000E-01,1.7986000E+01
-2.5450000E-01,1.8139000E+01
-2.5400000E-01,1.8179200E+01
-2.5350000E-01,1.8123900E+01
-2.5300000E-01,1.8122900E+01
-2.5250000E-01,1.8006500E+01
-2.5200000E-01,1.7974000E+01
-2.5150000E-01,1.7948000E+01
-2.5100000E-01,1.8165000E+01
-2.5050000E-01,1.8032900E+01
-2.5000000E-01,1.8122600E+01
-2.4950000E-01,1.8031600E+01
-2.4900000E-01,1.8092700E+01
-2.4850000E-01,1.8118400E+01
-2.4800000E-01,1.7933400E+01
-2.4750000E-01,1.7966900E+01
-2.4700000E-01,1.7977300E+01
-2.4650000E-01,1.7899300E+01
-2.4600000E-01,1.8063000E+01
-2.4550000E-01,1.8039400E+01
-2.4500000E-01,1.8215000E+01
-2.4450000E-01,1.7879100E+01
-2.4400000E-01,1.7937900E+01
-2.4350000E-01,1.7931900E+01
-2.4300000E-01,1.8090100E+01
-2.4250000E-01,1.8026100E+01
-2.4200000E-01,1.7954100E+01
-2.4150000E-01,1.8097600E+01
-2.4100000E-01,1.8097900E+01
-2.4050000E-01,1.8160700E+01
-2.4000000E-01,1.8229000E+01
-2.3950000E-01,1.8206400E+01
-2.3900000E-01,1.8327300E+01
-2.3850000E-01,1.8422100E+01
-2.3800000E-01,1.8539000E+01
-2.3750000E-01,1.8482200E+01
-2.3700000E-01,1.8485000E+01
-2.3650000E-01,1.8510200E+01
-2.3600000E-01,1.8557100E+01
-2.3550000E-01,1.8395500E+01
-2.3500000E-01,1.8441800E+01
-2.3450000E-01,1.8528700E+01
-2.3400000E-01,1.8532300E+01
-2.3350000E-01,1.8529700E+01
-2.3300000E-01,1.8406500E+01
-2.3250000E-01,1.8413800E+01
-2.3200000E-01,1.8479400E+01
-2.3150000E-01,1.8466200E+01
-2.3100000E-01,1.8421100E+01
-2.3050000E-01,1.8494200E+01
-2.3000000E-01,1.8385700E+01
-2.2950000E-01,1.8345500E+01
-2.2900000E-01,1.8434400E+01
-2.2850000E-01,1.8273700E+01
-2.2800000E-01,1.8264300E+01
-2.2750000E-01,1.8512000E+01
-2.2700000E-01,1.8433200E+01
-2.2650000E-01,1.8332300E+01
-2.2600000E-01,1.8377300E+01
-2.2550000E-01,1.8317300E+01
-2.2500000E-01,1.8415300E+01
-2.2450000E-01,1.8373000E+01
-2.2400000E-01,1.8488000E+01
-2.2350000E-01,1.8489000E+01
-2.2300000E-01,1.8339900E+01
-2.2250000E-01,1.8427400E+01
-2.2200000E-01,1.8560400E+01
-2.2150000E-01,1.8460100E+01
-2.2100000E-01,1.8591000E+01
-2.2050000E-01,1.8512000E+01
-2.2000000E-01,1.8663000E+01
-2.1950000E-01,1.8409900E+01
-2.1900000E-01,1.8677800E+01
-2.1850000E-01,1.8468800E+01
-2.1800000E-01,1.8804200E+01
-2.1750000E-01,1.8571900E+01
-2.1700000E-01,1.8705400E+01
-2.1650000E-01,1.8736100E+01
-2.1600000E-01,1.8810500E+01
-2.1550000E-01,1.8845300E+01
-2.1500000E-01,1.8953400E+01
-2.1450000E-01,1.8777600E+01
-2.1400000E-01,1.8811300E+01
-2.1350000E-01,1.8761100E+01
-2.1300000E-01,1.8920500E+01
-2.1250000E-01,1.8835900E+01
-2.1200000E-01,1.8964500E+01
-2.1150000E-01,1.8744300E+01
-2.1100000E-01,1.8798100E+01
-2.1050000E-01,1.8741400E+01
-2.1000000E-01,1.8818700E+01
-2.0950000E-01,1.8717600E+01
-2.0900000E-01,1.8716400E+01
-2.0850000E-01,1.8785000E+01
-2.0800000E-01,1.8774100E+01
-2.0750000E-01,1.8926000E+01
-2.0700000E-01,1.8985600E+01
-2.0650000E-01,1.8897100E+01
-2.0600000E-01,1.9004000E+01
-2.0550000E-01,1.8831900E+01
-2.0500000E-01,1.8834200E+01
-2.0450000E-01,1.8759000E+01
-2.0400000E-01,1.8683600E+01
-2.0350000E-01,1.8608600E+01
-2.0300000E-01,1.8922500E+01
-2.0250000E-01,1.8748300E+01
-2.0200000E-01,1.8913400E+01
-2.0150000E-01,1.8807900E+01
-2.0100000E-01,1.8760000E+01
-2.0050000E-01,1.8804400E+01
-2.0000000E-01,1.8814400E+01
-1.9950000E-01,1.8781700E+01
-1.9900000E-01,1.8883600E+01
-1.9850000E-01,1.8938100E+01
-1.9800000E-01,1.8835700E+01
-1.9750000E-01,1.8936900E+01
-1.9700000E-01,1.8965400E+01
-1.9650000E-01,1.9053200E+01
-1.9600000E-01,1.9202800E+01
-1.9550000E-01,1.9274000E+01
-1.9500000E-01,1.9204500E+01
-1.9450000E-01,1.9214200E+01
-1.9400000E-01,1.9199800E+01
-1.9350000E-01,1.9170800E+01
-1.9300000E-01,1.9094300E+01
-1.9250000E-01,1.8952900E+01
-1.9200000E-01,1.9210800E+01
-1.9150000E-01,1.9140500E+01
-1.9100000E-01,1.9155000E+01
-1.9050000E-01,1.9108800E+01
-1.9000000E-01,1.9202800E+01
-1.8950000E-01,1.9066000E+01
-1.8900000E-01,1.9066200E+01
-1.8850000E-01,1.9219800E+01
-1.8800000E-01,1.9102800E+01
-1.8750000E-01,1.9145100E+01
-1.8700000E-01,1.9049000E+01
-1.8650000E-01,1.9254500E+01
-1.8600000E-01,1.9304200E+01
-1.8550000E-01,1.9127500E+01
-1.8500000E-01,1.9172300E+01
-1.8450000E-01,1.8873800E+01
-1.8400000E-01,1.9161700E+01
-1.8350000E-01,1.9139400E+01
-1.8300000E-01,1.9208800E+01
-1.8250000E-01,1.9292200E+01
